id,cand_1,cand_2,cand_3,cand_4,cand_5,cand_6,cand_7,cand_8,cand_9,cand_10,cand_11,cand_12,cand_13,cand_14,cand_15,cand_16,total_suf,blanco,nulo,juntaId
331,57,0,1,0,0,45,13,2,74,0,3,46,2,3,1,2,278,4,25,331
332,44,3,3,1,0,48,8,1,69,0,0,46,1,0,2,4,271,2,39,332
333,54,1,4,2,1,59,1,1,102,0,2,34,0,0,1,0,287,4,20,333
334,49,1,5,1,0,62,8,0,98,1,1,16,1,1,2,0,277,2,30,334
335,46,2,1,7,0,52,7,2,75,0,0,47,1,2,1,5,269,1,20,335
336,62,1,4,3,0,44,8,1,80,0,0,42,2,2,2,5,275,4,15,336
337,62,1,2,5,0,29,11,2,88,0,1,39,0,0,2,2,262,2,16,337
338,64,1,5,0,0,49,13,2,84,0,0,31,2,0,0,3,282,6,22,338
339,50,4,2,1,0,51,4,4,106,0,0,21,1,1,0,5,272,4,18,339
340,60,0,2,3,0,44,6,1,111,2,0,22,0,2,1,2,289,7,26,340
341,51,1,2,4,0,45,8,1,83,0,2,44,0,1,0,0,264,3,19,341
342,52,2,1,0,0,47,8,2,89,0,0,39,0,2,1,2,273,4,23,342
343,66,0,1,1,0,55,11,0,82,0,1,30,0,1,3,0,277,6,20,343
344,48,2,1,3,0,55,4,1,87,0,1,37,0,4,5,2,278,6,22,344
345,58,1,4,2,1,44,8,3,74,0,0,40,0,0,2,4,268,22,5,345
346,53,1,2,0,1,40,13,1,82,0,0,28,0,1,0,6,268,3,37,346
347,64,3,3,0,0,48,7,3,80,0,0,46,0,1,1,1,274,4,13,347
348,50,1,6,0,0,56,8,2,87,0,1,31,4,1,4,2,276,6,17,348
349,58,1,2,1,0,46,6,5,84,1,0,48,1,1,2,2,273,4,11,349
350,50,1,2,3,0,39,11,1,81,2,0,38,1,2,1,5,265,4,24,350
351,64,2,5,2,0,42,6,0,84,0,1,46,0,1,2,1,275,3,15,351
352,57,1,3,1,0,43,6,1,69,0,0,46,2,1,1,3,259,4,21,352
353,61,3,3,2,0,40,6,1,88,0,0,29,0,0,3,2,269,6,25,353
354,53,3,4,2,0,40,6,2,80,1,0,53,1,3,3,5,282,14,12,354
355,66,1,3,2,0,41,6,0,108,1,1,17,0,2,0,4,280,8,20,355
356,68,0,0,0,0,54,5,2,109,0,0,18,4,0,2,3,299,4,30,356
357,49,0,2,1,0,49,5,2,96,1,0,48,2,2,3,2,281,2,16,357
358,46,1,9,2,0,45,12,0,82,0,0,33,3,0,2,5,275,9,25,358
359,61,2,4,0,0,45,8,2,77,0,2,45,0,0,2,2,274,2,22,359
360,43,1,3,3,0,39,12,2,81,1,2,43,0,1,0,3,267,4,29,360
361,48,2,3,4,1,49,10,2,91,1,1,49,1,1,1,3,292,2,23,361
362,56,1,3,1,0,33,9,1,111,1,1,42,0,4,0,2,293,2,26,362
363,51,2,2,5,0,46,11,1,100,2,0,25,0,1,1,5,267,2,13,363
364,58,2,6,1,0,44,11,1,91,0,0,37,2,5,2,7,287,2,18,364
365,79,1,1,4,0,44,8,1,91,0,2,26,1,2,3,1,287,1,22,365
366,48,3,4,1,0,45,6,2,94,0,0,22,0,1,0,5,278,7,40,366
367,64,1,3,4,1,40,4,0,74,1,1,39,2,3,1,6,263,4,15,367
368,57,0,3,2,0,45,12,2,91,0,0,23,0,1,1,2,263,3,20,368
369,45,1,1,4,1,43,8,1,102,0,1,42,0,0,4,4,280,3,20,369
370,45,0,5,2,0,56,15,0,93,1,0,37,2,3,1,0,284,7,17,370
371,50,0,3,3,0,55,5,0,102,0,2,29,5,1,2,3,290,3,27,371
372,60,6,7,0,0,36,9,1,86,0,0,29,0,3,5,3,275,7,23,372
373,59,0,0,0,0,32,9,3,85,0,1,43,2,0,1,2,259,2,20,373
374,68,1,2,1,1,48,13,1,94,1,1,22,3,1,2,1,290,4,26,374
375,71,3,0,1,0,36,5,2,85,0,0,49,0,1,2,0,277,2,20,375
376,47,0,6,2,1,72,8,1,73,1,1,44,0,0,0,3,283,0,24,376
377,60,1,4,1,0,48,8,1,96,0,1,31,0,1,4,4,290,9,21,377
378,43,1,5,1,0,51,18,3,78,1,0,37,2,1,6,2,274,2,23,378
379,45,0,3,2,0,39,9,3,98,1,1,33,1,1,1,3,262,5,17,379
380,60,3,6,2,0,51,8,1,84,0,0,22,0,2,6,9,290,9,27,380
381,59,1,4,3,0,47,11,0,73,1,0,47,0,1,5,0,274,4,18,381
382,63,1,5,0,2,41,8,1,92,0,0,24,0,1,4,3,278,3,30,382
383,54,1,2,1,0,40,9,2,90,0,0,38,2,2,0,4,266,4,16,383
384,40,0,4,2,0,51,8,1,86,0,0,46,1,2,3,1,268,4,19,384
385,78,2,3,0,0,45,5,3,77,0,1,37,1,0,3,3,281,5,18,385
386,53,1,4,0,0,48,14,2,84,1,0,37,0,3,1,1,274,1,24,386
387,53,2,0,2,1,58,10,3,96,0,0,19,0,2,1,4,277,6,20,387
388,46,0,7,1,0,49,9,2,95,0,0,34,0,2,5,7,279,3,19,388
389,55,3,2,2,1,44,7,4,84,0,1,28,0,1,5,2,265,8,18,389
390,46,2,9,4,1,53,10,1,94,0,0,23,2,1,0,2,284,5,31,390
391,55,3,2,4,1,48,9,1,89,0,0,46,0,0,1,0,285,6,20,391
392,52,3,0,1,0,45,9,3,83,0,0,36,0,0,1,1,260,5,21,392
393,56,2,4,3,1,46,10,3,96,0,0,33,1,3,2,4,289,4,21,393
394,46,1,1,0,0,57,4,0,99,1,0,27,2,2,2,3,278,4,28,394
395,58,2,0,2,1,45,5,2,108,0,1,30,0,1,0,4,283,4,20,395
396,58,0,3,5,0,41,8,0,70,0,1,43,1,3,1,3,263,0,26,396
397,61,3,4,2,0,49,7,0,90,2,1,37,2,1,2,0,282,7,14,397
398,61,2,4,2,1,45,6,1,98,1,0,23,2,2,2,0,282,12,20,398
399,52,3,2,4,0,53,10,3,85,1,1,40,0,1,0,1,277,3,18,399
400,51,0,0,0,0,54,13,0,80,1,1,27,0,1,1,3,261,6,23,400
401,66,1,1,1,0,48,6,3,75,0,0,47,1,1,1,2,289,5,31,401
402,52,2,7,1,0,52,11,0,82,0,0,26,1,1,3,2,274,3,31,402
403,74,1,2,4,0,43,11,0,72,0,0,45,1,2,1,3,277,8,10,403
404,47,0,8,2,0,62,9,2,68,0,0,31,3,1,2,11,275,5,24,404
405,62,2,1,3,0,40,7,3,85,1,0,37,2,2,1,3,273,5,19,405
406,52,1,3,0,0,58,12,0,77,0,0,43,1,1,0,2,281,7,24,406
407,57,0,6,1,0,44,14,1,99,0,0,20,0,0,3,1,275,8,21,407
408,68,0,3,1,0,45,9,2,82,2,1,28,0,1,1,2,276,6,25,408
409,52,1,0,2,0,43,5,1,91,1,0,23,0,1,3,2,277,8,44,409
410,59,4,2,1,0,41,13,3,82,0,0,34,0,4,2,2,271,2,22,410
411,43,1,4,1,0,51,5,1,96,0,0,39,0,2,0,3,267,6,15,411
412,56,1,4,0,1,32,7,2,80,1,0,30,3,4,3,1,258,6,27,412
413,54,2,1,1,0,51,7,1,92,1,0,39,1,1,2,3,284,3,25,413
414,53,0,5,1,0,41,9,0,113,0,1,33,0,2,2,3,288,4,21,414
415,48,3,4,2,0,48,6,2,67,0,0,45,1,3,4,3,266,6,24,415
416,49,3,4,0,1,53,11,0,87,0,0,43,1,1,2,4,290,7,24,416
417,50,2,1,4,1,43,3,3,81,0,1,60,0,1,1,1,274,7,15,417
418,53,1,0,0,0,57,12,0,86,1,0,23,0,3,3,1,280,11,29,418
419,54,2,2,1,0,45,7,1,99,0,0,31,0,0,1,3,269,3,20,419
420,48,1,3,1,0,44,14,4,93,1,0,47,0,1,1,1,285,4,22,420
421,45,0,1,2,0,49,6,1,63,0,0,18,1,1,1,2,205,4,11,421
422,48,2,6,0,1,52,7,1,93,0,0,38,0,2,5,2,281,3,21,422
423,50,0,2,3,0,55,6,1,79,1,0,37,1,0,0,4,284,3,42,423
424,49,0,1,1,0,40,11,1,91,1,1,34,1,3,0,0,263,7,22,424
425,59,2,2,0,3,50,17,2,98,0,0,32,0,1,1,1,309,8,33,425
426,22,0,0,1,0,23,2,0,29,0,0,12,0,0,1,3,96,0,3,426
427,19,1,0,1,0,12,2,1,27,0,0,15,1,0,0,1,83,0,3,427
428,54,5,1,3,0,34,9,1,75,0,1,14,0,1,3,4,223,5,13,428
429,40,2,2,0,0,36,4,2,85,0,0,11,0,0,4,1,205,5,13,429
430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,430
431,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,431
432,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,432
433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,433
434,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,434
435,40,1,1,1,0,27,9,0,106,0,0,6,1,1,2,6,240,7,32,435
436,33,3,1,1,0,16,3,0,82,1,0,3,1,1,1,3,171,7,15,436
437,60,1,1,0,0,49,14,0,102,0,0,17,0,1,0,3,287,8,31,437
438,63,3,0,2,0,51,14,1,103,0,0,33,0,2,0,1,291,2,16,438
439,65,0,0,0,0,60,13,0,90,1,1,24,1,2,1,7,290,6,19,439
440,59,2,0,4,1,52,12,0,101,0,0,21,1,1,2,0,288,4,28,440
441,59,3,1,1,0,60,11,2,92,0,0,21,1,0,1,3,290,11,24,441
442,72,0,2,0,0,49,8,1,102,0,0,19,1,1,1,2,284,6,20,442
443,59,0,2,3,1,54,9,3,111,0,0,18,0,0,2,6,307,9,30,443
444,86,0,7,1,0,49,15,1,77,0,0,31,0,0,3,0,287,5,12,444
445,64,0,6,1,0,50,14,0,83,0,1,22,2,1,1,4,287,6,32,445
446,58,0,1,1,0,46,12,4,97,0,0,23,2,1,0,8,282,5,24,446
447,60,0,3,1,1,66,11,0,86,2,1,24,1,3,0,1,292,5,27,447
448,73,5,3,2,0,46,8,1,80,0,0,27,0,0,1,3,278,5,24,448
449,59,1,2,1,0,46,11,0,105,0,0,20,1,1,2,6,285,6,24,449
450,60,0,2,4,1,53,9,0,107,0,1,24,0,0,0,3,302,8,30,450
451,42,0,3,2,0,62,15,1,105,0,0,15,1,4,2,1,296,5,38,451
452,61,2,2,4,0,53,9,1,87,0,1,32,1,1,1,3,291,8,27,452
453,53,2,1,1,0,29,10,1,91,0,0,12,2,0,2,0,284,3,77,453
454,66,0,1,1,0,61,10,0,114,0,0,20,1,3,0,3,303,6,17,454
455,50,0,5,1,0,53,13,1,107,0,0,18,0,0,0,3,300,6,46,455
456,68,2,0,2,0,56,5,0,84,0,0,22,2,0,0,1,283,3,38,456
457,61,1,2,3,0,36,6,1,75,1,0,11,0,1,3,3,276,4,68,457
458,79,0,7,3,0,57,9,0,86,0,0,24,0,3,1,3,298,3,23,458
459,75,3,10,2,0,53,8,0,89,0,0,22,1,1,2,1,300,9,24,459
460,23,0,1,0,0,15,1,0,37,1,0,3,0,1,1,0,99,4,12,460
461,36,2,1,1,0,36,10,1,63,0,0,12,1,1,1,1,182,4,12,461
462,78,0,3,1,0,50,8,0,107,1,0,21,3,3,0,2,310,2,31,462
463,82,4,4,0,1,44,7,1,74,0,1,20,0,0,1,2,264,4,19,463
464,27,0,4,1,0,36,7,0,55,0,0,122,1,0,1,0,275,4,18,464
465,33,3,1,2,0,33,5,2,52,0,0,151,1,2,1,1,301,1,12,465
466,42,0,1,3,0,30,3,3,63,0,1,120,1,2,1,2,293,1,20,466
467,46,0,1,1,1,48,7,7,63,0,1,75,3,2,1,1,276,7,11,467
468,43,1,1,0,0,41,10,0,94,0,0,63,2,0,0,0,286,5,24,468
469,47,2,2,1,0,33,8,0,82,0,1,70,0,2,0,1,273,4,20,469
470,45,0,1,2,0,32,11,1,70,0,1,93,0,0,0,1,279,2,20,470
471,42,1,2,3,0,47,14,1,88,0,1,73,1,0,1,3,301,3,21,471
472,42,2,0,2,0,46,11,4,68,1,0,89,0,0,1,1,284,1,16,472
473,38,1,1,2,0,30,8,1,83,0,0,97,0,0,1,2,284,4,16,473
474,33,1,6,1,0,52,9,0,104,0,0,65,0,1,2,2,298,9,13,474
475,31,0,1,0,1,33,2,3,56,0,0,145,0,1,2,0,288,2,10,475
476,36,1,1,0,0,41,7,0,46,1,0,113,2,0,1,2,269,4,14,476
477,42,2,0,3,0,40,6,3,52,1,0,106,0,0,2,1,277,5,14,477
478,33,0,1,2,0,34,9,0,54,0,0,112,1,1,2,4,276,4,19,478
479,45,3,1,3,0,46,8,0,65,0,0,100,1,1,3,1,297,4,15,479
480,44,0,5,0,0,38,14,1,59,0,0,108,0,0,1,0,284,0,14,480
481,42,0,2,2,0,38,3,3,63,0,0,87,0,0,3,1,274,6,24,481
482,36,1,0,1,0,39,12,2,80,0,0,78,2,1,0,3,278,5,17,482
483,46,2,2,2,0,39,8,0,64,0,0,109,1,1,0,1,290,1,16,483
484,40,3,2,0,0,40,3,2,57,0,1,97,0,2,0,1,281,4,29,484
485,39,0,3,1,0,40,6,0,80,0,0,73,0,1,0,1,262,4,14,485
486,32,0,4,2,0,33,5,4,60,0,0,102,1,2,1,6,268,2,14,486
487,45,3,2,3,0,35,11,1,67,0,0,86,3,0,2,6,291,3,24,487
488,61,0,1,1,0,45,7,1,93,1,1,53,0,0,0,1,282,3,14,488
489,41,0,0,2,0,39,6,2,77,0,0,88,5,0,0,1,279,4,14,489
490,38,1,1,1,0,39,9,2,60,0,0,97,1,0,0,0,260,3,8,490
491,35,0,1,2,0,47,3,1,63,2,0,114,1,1,0,1,286,4,11,491
492,35,1,2,0,0,44,12,1,62,0,1,98,1,0,2,2,283,3,19,492
493,41,1,1,2,2,47,7,0,86,0,0,64,1,0,0,2,278,5,18,493
494,43,0,2,0,0,44,8,2,85,0,0,70,1,1,0,1,285,4,24,494
495,46,2,2,1,0,50,7,2,63,1,0,90,0,0,0,1,287,1,21,495
496,30,2,4,3,1,39,7,4,72,0,2,94,3,1,2,2,289,0,23,496
497,44,1,1,3,1,41,6,4,104,0,0,60,0,0,2,1,293,4,20,497
498,39,0,4,0,0,49,6,1,81,0,1,83,1,0,0,2,297,5,25,498
499,35,0,2,0,0,56,9,0,72,0,0,87,0,0,0,2,289,7,19,499
500,36,0,4,2,0,41,7,2,83,0,0,88,0,0,3,4,290,4,16,500
501,45,0,1,2,0,40,2,1,90,0,1,89,0,1,1,0,287,2,12,501
502,48,1,0,0,0,39,6,1,89,0,1,69,4,0,0,3,280,1,18,502
503,40,0,0,1,0,51,6,0,65,0,0,80,1,1,0,1,265,2,17,503
504,45,1,4,0,0,43,8,3,54,0,1,84,1,1,0,2,262,1,13,504
505,36,0,1,1,0,43,5,3,66,0,1,116,1,0,0,0,288,1,13,505
506,25,1,1,2,0,59,4,2,71,0,0,76,1,0,0,4,268,5,17,506
507,53,0,1,2,1,41,12,0,81,0,0,98,0,1,3,1,319,5,20,507
508,34,0,2,2,0,47,9,0,66,0,0,89,0,0,2,1,282,3,27,508
509,44,0,4,1,0,32,9,3,59,0,0,122,1,1,1,0,290,2,11,509
510,23,0,2,0,0,39,9,2,44,0,0,136,0,1,0,1,278,5,16,510
511,25,0,0,0,0,14,6,1,46,1,0,31,0,0,0,1,141,4,12,511
512,59,1,2,1,32,11,0,0,136,0,1,16,1,1,2,3,289,5,18,512
513,55,1,1,1,0,25,5,1,133,0,1,19,1,0,0,5,282,14,20,513
514,53,1,0,1,1,38,5,0,115,0,0,17,4,1,3,4,286,7,36,514
515,47,0,2,1,1,33,4,2,143,0,1,19,5,1,2,2,283,5,15,515
516,48,4,0,1,0,41,7,3,108,0,0,22,5,2,4,3,283,8,27,516
517,45,0,3,4,1,38,14,1,120,0,2,32,0,1,2,3,293,4,23,517
518,46,2,3,1,0,30,10,4,117,1,1,8,1,1,6,5,270,10,24,518
519,54,0,4,3,1,33,6,0,151,0,0,13,1,2,1,2,290,7,12,519
520,42,1,1,0,0,35,5,1,146,0,0,6,0,0,2,2,281,3,37,520
521,46,3,1,2,0,37,8,0,138,0,1,15,1,2,1,5,294,4,30,521
522,37,1,2,2,1,24,4,1,81,0,0,8,1,1,2,3,186,7,12,522
523,42,2,3,2,0,29,6,1,73,0,0,64,0,0,2,2,240,0,14,523
524,40,2,1,1,0,30,3,1,48,0,0,58,0,1,0,1,200,4,10,524
525,30,1,1,1,0,32,3,2,28,0,0,220,1,0,0,1,332,3,10,525
526,26,2,1,1,0,22,1,1,19,0,0,180,1,0,1,0,264,0,9,526
527,62,4,3,1,0,51,4,3,77,0,0,34,3,3,2,6,286,1,32,527
528,63,4,3,3,0,46,10,1,75,0,0,48,2,1,1,3,287,4,23,528
529,62,1,5,0,0,50,6,0,84,0,0,48,0,5,1,1,293,3,27,529
530,66,4,12,2,0,46,10,2,74,0,0,42,1,1,1,0,292,9,21,530
531,53,2,9,2,0,60,12,0,87,0,1,37,2,3,0,4,298,5,21,531
532,58,2,9,2,0,60,4,1,88,1,0,37,1,0,0,2,288,3,20,532
533,43,1,1,4,1,61,12,1,81,1,0,46,2,1,1,3,284,9,16,533
534,67,1,1,1,0,45,11,1,62,0,0,54,0,2,1,3,281,11,21,534
535,52,1,3,1,0,50,13,3,107,0,1,37,1,0,2,5,301,2,23,535
536,67,3,4,1,0,53,7,1,81,0,0,41,1,1,1,0,297,8,28,536
537,68,2,2,0,0,58,11,1,95,0,0,26,1,4,2,1,295,5,19,537
538,54,4,0,2,0,47,5,2,75,0,0,50,1,1,3,2,274,6,22,538
539,55,5,2,1,0,63,3,3,82,0,7,60,0,1,0,3,304,3,19,539
540,65,3,0,1,0,53,10,2,87,0,0,44,0,2,2,0,289,0,21,540
541,54,3,6,1,0,61,8,0,79,0,1,39,2,0,2,6,293,8,23,541
542,53,2,3,7,0,55,13,1,77,0,0,37,0,1,1,3,279,5,21,542
543,48,4,8,0,0,54,6,0,90,0,0,33,1,1,1,2,285,8,29,543
544,62,1,2,2,1,45,14,0,78,0,0,37,0,1,0,2,272,7,20,544
545,62,0,4,1,0,62,13,0,77,0,0,28,0,1,3,3,284,4,27,545
546,68,5,2,1,1,55,9,1,93,0,0,29,1,2,1,2,295,3,22,546
547,56,5,4,1,0,64,6,0,80,0,0,49,1,2,3,4,297,4,18,547
548,47,2,6,4,0,40,4,0,87,0,0,38,0,0,0,3,243,3,9,548
549,39,4,0,2,0,33,6,4,50,0,1,19,0,1,1,4,178,0,15,549
550,19,1,0,1,0,30,4,0,49,0,0,15,1,1,2,0,136,3,10,550
551,16,1,1,0,1,16,3,1,39,0,0,17,0,1,0,2,110,3,9,551
552,95,3,6,0,1,14,3,0,57,0,0,6,2,5,1,3,237,17,24,552
553,89,3,8,1,1,15,1,1,44,1,0,8,2,3,1,7,223,21,17,553
554,11,1,0,0,0,2,0,0,6,0,0,0,0,0,0,2,24,1,1,554
555,15,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,30,2,2,555
556,8,2,0,0,0,0,0,0,20,0,0,2,0,0,0,2,37,1,2,556
557,5,4,0,0,0,3,1,0,27,0,0,1,0,0,0,2,48,0,5,557
558,22,8,1,1,0,10,2,0,73,2,0,8,0,1,2,1,153,7,15,558
559,35,9,0,1,0,7,2,0,51,1,0,9,1,0,3,1,137,5,12,559
560,32,0,6,1,0,2,0,1,20,0,0,3,1,1,0,0,79,7,5,560
561,28,4,1,2,1,5,0,0,21,0,0,2,0,0,0,0,74,5,5,561
562,52,4,0,1,0,5,1,0,40,0,0,6,0,1,0,7,139,4,18,562
563,52,1,1,0,1,5,0,1,49,0,1,10,0,0,0,1,135,6,7,563
564,90,11,6,3,0,18,3,1,96,1,1,15,1,0,0,7,287,10,24,564
565,83,10,5,2,1,10,1,1,69,0,0,13,1,0,1,1,247,24,25,565
566,93,10,1,3,0,9,2,1,87,0,2,5,0,0,0,2,262,13,34,566
567,63,2,1,4,0,17,0,1,95,1,0,13,0,1,1,4,240,13,24,567
568,96,17,0,0,1,17,1,1,87,0,1,12,0,3,0,2,275,7,30,568
569,73,18,4,0,0,23,1,2,100,0,2,7,1,0,0,3,270,5,30,569
570,78,10,0,1,0,24,1,0,97,0,0,8,0,1,0,6,274,11,37,570
571,65,6,1,2,0,22,2,0,101,0,0,11,0,0,1,0,240,11,18,571
572,77,9,3,0,0,15,1,0,89,1,0,5,0,2,1,6,260,17,34,572
573,95,3,2,2,1,22,2,2,80,0,0,7,0,1,0,2,246,14,13,573
574,62,10,6,1,0,29,0,1,67,1,2,8,0,0,0,2,241,24,28,574
575,66,3,2,0,0,18,1,3,83,1,1,10,1,0,0,2,231,13,27,575
576,7,1,1,1,0,1,0,0,3,0,0,1,0,0,0,1,21,2,3,576
577,10,1,0,0,0,2,0,0,5,1,0,1,0,0,0,0,23,0,3,577
578,21,1,6,0,0,13,1,0,20,0,0,1,0,0,0,3,78,5,7,578
579,33,1,1,3,1,5,0,0,23,0,2,4,1,0,0,0,77,0,3,579
580,69,7,7,1,2,7,1,1,66,0,1,14,0,4,2,4,233,13,34,580
581,63,10,4,0,1,13,3,5,84,1,2,16,1,1,2,0,240,19,15,581
582,42,0,5,2,0,51,17,2,72,0,0,59,1,2,0,0,276,6,17,582
583,48,1,1,1,0,61,11,1,76,0,0,55,0,0,0,1,276,1,19,583
584,52,2,5,0,0,75,9,2,72,0,0,51,0,2,0,3,291,1,17,584
585,59,2,5,3,0,69,8,1,61,0,0,54,1,1,0,0,287,4,19,585
586,47,0,1,1,0,58,9,0,84,0,1,52,2,4,0,0,282,1,22,586
587,60,1,0,4,0,51,8,1,87,0,0,47,0,1,0,1,283,2,20,587
588,44,1,2,1,0,68,10,2,89,0,0,49,0,4,1,2,298,0,25,588
589,51,2,2,1,0,61,10,1,87,0,0,39,1,2,0,1,278,2,18,589
590,44,1,5,2,1,60,16,0,87,1,0,42,1,0,1,5,296,4,26,590
591,42,0,3,3,0,60,11,0,73,0,0,62,0,0,2,1,280,7,16,591
592,51,1,4,0,0,65,15,1,64,1,0,59,1,4,1,2,290,3,18,592
593,52,1,1,3,0,37,11,2,97,0,0,58,0,1,0,3,283,3,14,593
594,45,0,2,0,0,61,8,2,79,0,0,58,2,0,2,1,283,3,20,594
595,44,1,2,2,0,47,8,2,107,0,1,52,0,2,3,1,290,0,18,595
596,55,0,4,0,0,59,9,3,98,1,2,32,0,1,2,6,304,4,27,596
597,59,2,2,2,0,62,13,2,88,0,1,48,2,0,0,0,296,3,12,597
598,51,3,1,0,1,46,14,3,80,1,0,45,3,3,2,2,286,3,28,598
599,44,0,0,0,0,55,14,1,95,0,0,42,1,1,2,2,277,5,15,599
600,67,0,3,0,0,42,16,1,109,0,1,27,0,2,5,6,297,1,17,600
601,50,1,2,0,0,55,9,1,83,0,0,72,0,2,0,2,293,4,13,601
602,36,1,1,1,1,54,16,0,87,0,0,55,1,1,0,3,283,2,24,602
603,41,1,4,1,0,61,10,0,93,0,0,62,0,0,0,1,294,4,16,603
604,31,2,1,0,0,59,16,0,93,0,1,50,1,0,0,4,296,0,38,604
605,46,0,2,1,0,54,14,0,67,0,0,48,1,0,1,1,265,3,27,605
606,41,1,4,4,0,47,10,0,82,0,0,65,2,0,1,3,286,3,23,606
607,59,2,1,1,1,72,8,1,93,0,0,41,0,1,0,2,301,6,13,607
608,45,1,5,1,0,56,11,0,82,0,1,49,1,1,2,2,284,5,22,608
609,64,1,3,2,0,66,11,0,64,0,1,46,0,0,0,1,274,2,13,609
610,50,1,5,0,0,60,15,2,105,0,0,40,1,0,0,3,302,2,18,610
611,51,1,0,1,0,48,7,1,104,0,0,53,1,2,0,1,285,1,14,611
612,53,0,3,1,1,58,13,0,69,0,0,62,0,1,0,2,290,1,26,612
613,61,0,2,1,0,70,14,3,65,0,0,55,0,0,1,0,287,4,11,613
614,38,4,2,2,0,67,8,0,84,0,0,50,0,0,2,1,283,2,23,614
615,43,2,2,2,0,74,11,1,72,0,1,53,0,0,1,1,293,2,27,615
616,37,1,2,0,0,63,10,1,98,0,0,63,0,0,0,1,297,2,19,616
617,17,1,0,0,0,12,0,1,32,0,0,19,0,0,0,0,85,1,2,617
618,42,0,5,0,0,81,10,1,70,0,0,57,1,0,1,2,302,1,30,618
619,24,0,4,0,0,41,5,1,47,0,0,35,0,0,1,3,176,1,14,619
620,65,2,1,0,0,38,6,2,120,0,0,49,1,4,3,4,332,4,33,620
621,52,1,0,0,0,33,5,0,81,0,0,41,0,1,1,0,240,5,20,621
622,38,1,0,1,0,31,6,2,131,0,0,38,3,6,1,1,283,8,16,622
623,45,0,0,1,1,34,2,0,126,0,0,40,0,4,1,5,279,2,18,623
624,44,1,1,0,2,18,7,0,149,0,1,27,2,2,2,6,284,11,11,624
625,31,2,1,1,0,22,2,2,140,0,0,39,0,0,2,2,280,5,31,625
626,31,2,1,0,0,20,4,0,163,2,0,31,4,0,2,5,297,6,26,626
627,35,1,1,0,0,19,4,0,148,0,0,28,1,3,1,5,264,7,11,627
628,36,1,2,1,0,24,8,0,135,0,0,37,2,0,1,4,276,3,22,628
629,48,2,0,3,0,30,2,2,143,1,1,29,0,1,0,2,283,6,13,629
630,38,3,3,1,1,31,6,0,139,0,0,31,2,2,2,2,290,6,23,630
631,36,2,1,0,0,29,6,5,149,1,0,26,1,2,2,0,280,1,19,631
632,39,2,1,4,0,23,3,0,149,1,0,30,0,0,0,0,279,6,21,632
633,17,1,0,0,0,13,3,0,124,0,0,17,0,1,0,2,194,5,11,633
634,56,1,0,0,0,18,6,0,90,0,1,5,3,0,1,6,221,12,22,634
635,53,1,0,1,1,26,5,0,89,1,0,9,0,0,2,2,211,7,14,635
636,48,1,2,0,0,27,2,0,93,0,2,4,1,0,1,1,235,11,42,636
637,57,3,3,0,0,21,2,1,107,0,1,3,1,0,3,3,239,11,23,637
638,49,0,1,2,0,13,1,1,91,1,0,4,2,1,3,1,213,20,22,638
639,33,0,1,1,0,9,1,0,72,1,0,4,1,1,0,5,156,6,21,639
640,22,1,1,2,1,9,2,2,58,2,0,5,0,0,2,4,119,3,5,640
641,36,2,0,0,0,31,8,0,159,2,1,13,0,0,0,3,287,9,23,641
642,37,3,2,1,0,40,8,1,129,1,0,20,0,1,0,3,270,6,18,642
643,37,0,2,1,0,36,5,0,166,0,3,9,0,1,2,3,299,8,26,643
644,41,2,1,1,0,32,8,4,139,0,0,9,1,1,2,2,276,12,21,644
645,46,0,1,1,1,26,3,0,154,0,0,16,2,0,2,2,282,6,22,645
646,44,2,0,2,0,28,4,1,166,0,0,20,0,1,1,9,298,4,16,646
647,51,7,0,1,0,24,8,1,156,0,0,4,1,1,5,4,280,7,10,647
648,53,2,0,2,0,28,9,1,152,0,0,16,0,0,0,5,285,4,11,648
649,42,2,1,0,0,38,10,1,121,0,0,18,2,2,1,3,282,20,21,649
650,49,1,0,2,1,38,2,1,137,0,2,19,1,0,1,4,288,12,18,650
651,47,1,2,0,1,47,4,0,144,0,0,12,0,1,3,8,293,4,19,651
652,34,2,2,2,0,20,2,1,91,0,0,8,0,0,0,2,180,3,13,652
653,22,0,3,1,0,18,2,0,95,0,0,7,0,2,1,5,183,13,14,653
654,14,0,0,3,0,3,0,0,49,0,0,0,0,0,2,2,84,3,8,654
655,7,0,0,0,0,3,0,0,40,0,0,2,0,1,0,0,58,1,4,655
656,16,0,0,0,1,6,0,0,96,1,0,3,0,1,0,0,143,4,15,656
657,7,1,1,1,0,9,0,0,51,0,1,0,0,0,0,0,78,2,5,657
658,43,4,0,1,1,17,3,1,130,2,0,4,2,1,3,4,260,22,22,658
659,31,4,2,0,0,21,0,0,148,0,0,6,0,0,0,1,249,4,31,659
660,44,0,3,0,0,12,1,1,160,0,2,4,0,0,0,1,263,15,20,660
